18.1378, 44.9515
26.6487, 41.4988
26.1805, 39.3810
24.4436, 40.1758
21.2019, 36.2100
25.6915, 37.2470
19.3386, 38.3809
23.2172, 40.8831
23.4447, 37.3011
29.4458, 37.2022
28.5102, 35.7099
21.1607, 41.3110
24.0070, 37.2894
20.1438, 44.0542
28.9515, 43.5964
28.4462, 35.7086
21.5813, 37.3800
25.6674, 41.6898
25.3076, 37.1424
19.8341, 36.3231
27.1501, 44.3551
24.4725, 40.7104
27.3435, 39.7267
24.3642, 42.8462
18.0069, 43.0750
21.8899, 36.9041
18.2337, 35.9693
29.1492, 39.3105
28.5447, 39.2358
27.9800, 39.6702
21.6902, 42.2908
18.6951, 41.7336
28.5361, 44.8417
29.3634, 35.9842
19.0278, 39.0262
23.8319, 38.3930
18.8306, 43.6167
27.1272, 37.4866
27.1900, 36.9021
19.5407, 39.4861
23.7034, 39.2188
24.5976, 37.7855
21.1807, 37.4981
28.4692, 44.2327
23.0777, 39.4313
20.5416, 43.6135
24.4716, 40.5033
26.7592, 35.5059
20.4138, 44.9928
21.7406, 43.3603
